source,target
27552,30380
27555,"20201, 25262, 20348"
27556,"37509, 20733, 20461, 28388, 20405, 20640, 30284"
27557,NA
27558,"30001, 30516, 30285, 38566, 31230, 38088, 36580"
27559,20644
27560,NA
27600,NA
27601,NA
27602,NA
27603,NA
27604,NA
27605,NA
27606,NA
27607,NA
27608,NA
27609,NA
27610,NA
27611,21315
27613,NA
27615,NA
27616,NA
27617,NA
27618,NA
27620,NA
28001,37534
28003,"20644, 20024"
28005,30352
28006,30399
28007,30216
28008,"30021, 30023, 36514, 30417"
28009,NA
28010,"30007, 30026, 30226"
28011,"20164, 20632"
28012,"30007, 28043"
28013,"20241, 20121, 20467"
28014,"20172, 34018"
28015,20532
28018,"30145, 30165"
28019,NA
28020,"20121, 20204"
28021,"30216, 30170, 30200, 30384"
28023,NA
28024,NA
28026,NA
28027,NA
28029,"20201, 25191"
28032,"30308, 32048, 34021"
28034,20330
28035,30413
28037,NA
28038,20470
28040,"30226, 30583, 30285, 30272"
28041,20738
28042,"30284, 37539"
28043,"30007, 30023, 38001, 30021, 30244, 30535, 30022, 30375, 38566, 31513"
28044,NA
28046,20348
28047,NA
28060,"20644, 20456"
28061,"20159, 20553, 20121"
28062,NA
28063,NA
28065,NA
28066,"20025, 20310, 28182"
28067,NA
28068,"20733, 30349"
28069,"20738, 20733"
28070,NA
28072,20635
28073,"20377, 22220, 22156"
28074,NA
28076,"20587, 20102, 20333, 20431"
28078,"38154, 30281, 30587"
28079,NA
28080,NA
28082,"20736, 20472, 27036, 20040, 37563"
28083,NA
28085,"20241, 24297"
28086,"20187, 20159, 20012, 30178, 20033, 30166"
28087,20629
28088,"30297, 38544, 38001, 31170, 30397"
28089,NA
28090,NA
28091,"20646, 28102"
28092,"35021, 30547, 30223, 28451"
28094,NA
28095,"20547, 30154, 20470, 30116, 30352"
28096,NA
28098,NA
28099,NA
28100,"30007, 30242, 30524, 38473, 36621"
28102,"20025, 20644, 30335, 30237, 30303, 30352, 28280, 38474, 30464, 30248"
28103,NA
28104,NA
28106,NA
28108,NA
28109,30335
28110,"20020, 20718, 20458, 21527"
28111,"30203, 30410, 30216, 30200"
28112,NA
28114,"30007, 30356, 30021, 38545, 30375, 30399, 38441"
28115,NA
28116,20317
28117,NA
28118,"20230, 24169"
28119,20532
28120,"20745, 28049"
28121,"31217, 38191, 30561, 36520, 38048"
28123,"20547, 30316, 30375, 38181, 38696"
28124,"20720, 30137, 24286, 31130, 36580"
28125,36609
28126,NA
28129,"30251, 30547, 30309, 34185, 30503, 30170"
28130,"20012, 28008, 30569, 30223, 35016, 30312, 38487, 36540"
28131,"28040, 23066, 20630, 31300, 30418, 30421"
28132,NA
28133,"30199, 30203"
28134,NA
28135,NA
28136,NA
28137,20468
28138,31300
28139,NA
28140,"20650, 30216, 30277"
28141,NA
28142,20012
28143,"20547, 20257, 20277, 20285, 20241"
28144,NA
28145,"20020, 20532, 20572, 20285"
28146,NA
28147,"20012, 20547, 20650, 20426, 20033, 20328, 20032, 30399, 30238"
28148,"20029, 20456, 20644, 36036"
28149,NA
28150,"30367, 36575"
28153,NA
28154,NA
28155,NA
28156,"30226, 30485, 36056, 30492"
28158,11169
28159,NA
28160,"30540, 28262"
28161,"30352, 38640, 30384, 30237"
28162,"30007, 30216, 30315"
28163,NA
28164,20296
28165,"30426, 30437, 30351, 36664"
28166,NA
28167,28259
28168,NA
28169,"20318, 20032"
28170,NA
28172,"20121, 20467"
28173,30410
28174,"20373, 20201, 27385"
28175,"38072, 20121, 30272, 38224, 20025"
28176,"20300, 20640"
28177,"30292, 38437, 38566, 30023, 38473"
28178,NA
28179,"20321, 20322, 20328"
28180,"38581, 30288, 30587, 30238"
28181,NA
28182,"30201, 30021, 30309, 30418, 30020, 38502, 36580"
28183,"20025, 20443, 20537"
28184,28556
28185,38380
28186,NA
28187,25197
28188,20547
28189,"28523, 20390, 26523, 30279"
28190,"36052, 30491, 30484, 30493"
28191,NA
28193,NA
28194,"38673, 28492, 30498, 38071"
28195,"38644, 38472"
28197,"20646, 28149, 28408, 28390"
28198,NA
28199,"20029, 30283, 30502, 30288"
28200,"20025, 20738"
28201,"30007, 30020, 36613, 36669, 30137, 36649, 30203"
28202,NA
28203,NA
28204,"20644, 20413, 20025, 30373, 20733, 20463, 30330, 20448, 30352, 37511"
28205,"20644, 20364, 30161"
28206,NA
28208,20310
28209,NA
28210,"20644, 20448, 28292"
28211,30367
28212,"20002, 38516, 35100, 38412, 30502, 30248, 38532"
28213,20564
28214,NA
28219,"30314, 38208, 38544"
28220,NA
28221,"30020, 30351, 30203, 38495, 30563, 30224"
28222,"30288, 38032"
28223,NA
28224,NA
28225,NA
28226,22058
28227,28149
28228,"30283, 30587, 20640, 20733, 20300, 30284, 30288"
28229,"25031, 37886, 20470, 30352"
28230,"20650, 20443, 20120"
28231,"38092, 37518, 30020, 30249"
28232,"20731, 35075, 20351, 20386, 30252, 30137, 30503, 30184"
28233,"30587, 38032, 30288, 37544, 38473, 31167"
28234,"30485, 30226, 30493"
28236,"30524, 30251, 30526, 36540"
28238,"38462, 30572, 30021, 30400, 38589"
28240,"20649, 20726, 20737, 20321, 25330"
28242,20425
28243,"20452, 20183"
28244,"20025, 20271, 28256, 31022, 20120"
28245,NA
28246,NA
28247,NA
28248,30026
28250,20594
28251,20034
28253,NA
28254,NA
28256,"38304, 28473, 20464, 20736, 20644, 30184, 20656"
28257,20028
28258,"20738, 20029"
28259,"20736, 24308, 20330, 20032, 27036, 20348"
28261,NA
28262,NA
28263,28182
28264,"30136, 34156"
28265,20237
28266,"30284, 20211, 28182, 20738, 20404, 28480, 30380"
28268,"30399, 30352, 28404, 20462, 20738, 20230"
28269,NA
28270,"20330, 20241"
28271,"38429, 38472, 20733, 28624"
28272,NA
28273,30275
28274,NA
28275,30585
28276,NA
28277,30216
28278,"38072, 20467, 20121"
28279,20183
28280,20274
28281,38528
28282,"30106, 24234, 20245, 20547, 20040, 34062"
28283,"30170, 30297, 34041"
28284,NA
28285,NA
28286,"38418, 20720"
28288,"25082, 38032, 20679, 30585, 39078, 38655"
28289,"20160, 20167, 20443, 30112, 30463, 20164"
28290,NA
28292,"30498, 30554, 38473, 38682, 38566"
28294,NA
28295,20468
28296,20164
28297,20365
28299,"30441, 34239, 34044, 34156, 34275, 31558, 38603"
28300,NA
28301,24271
28302,"20012, 20736, 20644, 20121, 20159, 20348"
28303,NA
28304,NA
28305,20393
28306,"20650, 20183, 28473, 30349"
28307,"30308, 30421, 31683, 30022, 30117, 32009"
28308,NA
28309,NA
28310,"30352, 30007"
28311,35000
28312,"20408, 20410, 25082, 20537, 23033"
28313,NA
28314,"30021, 30309, 38022, 30494, 38136, 38247, 36046, 28643"
28315,"20318, 20285, 20650, 30503, 30154, 30367"
28317,"26012, 20025, 20029, 23033, 30232"
28318,"20430, 30529, 30312, 30137, 30448"
28319,"38279, 38437, 38566"
28320,NA
28322,"20020, 20532, 20547, 20241, 20348, 20286, 20032, 20288, 20031, 20285"
28324,"20121, 38072, 28276"
28325,NA
28326,"20012, 20624, 20025, 20347, 20201, 20102, 30022, 20318, 26012, 30354, 20372, 20416, 23033"
28327,NA
28328,"20736, 20733, 37529, 30335, 30355, 20448, 30288"
28329,NA
28331,NA
28332,NA
28334,NA
28335,NA
28336,NA
28337,"30160, 30170, 30153, 30135, 30423, 34280, 30122"
28338,NA
28339,28643
28340,20461
28342,"20547, 30417, 38044, 30453, 36514, 30296, 30511"
28343,38458
28345,NA
28346,NA
28347,NA
28348,NA
28349,NA
28350,"30252, 33018, 30462, 30309"
28351,"28043, 20121, 38496, 20346, 20532"
28352,"30291, 26511, 30379, 30221"
28354,"30561, 30318, 38584, 38693, 30553"
28356,"38426, 38495"
28357,NA
28358,20736
28359,NA
28360,"20029, 30380, 30248"
28361,20675
28363,"20005, 20003, 20002, 30367"
28366,NA
28368,20025
28369,NA
28372,"38224, 26010, 20120, 30587, 30288, 30248, 38429"
28373,NA
28375,"20650, 20452, 25273, 38135, 30238"
28377,NA
28378,NA
28379,"20012, 20025, 20032, 20347, 20355, 20224, 20172, 22246, 20260, 20164"
28382,NA
28383,"30153, 30170, 36669, 34240, 20720, 34156"
28384,"20032, 20410, 31753, 20348, 32169, 35021, 30547"
28386,NA
28387,"20640, 20733, 30281, 36520, 30284, 30288, 30502, 20387, 38377"
28388,"38429, 38705"
28389,"20644, 30352, 30587, 38327, 30376, 33024, 38412, 38022, 31463, 35029"
28390,NA
28391,NA
28392,"23020, 20288, 28545, 38374"
28393,NA
28394,NA
28395,"20373, 20650, 30216"
28396,30147
28398,"20380, 36527, 20365, 30279, 31334"
28399,20395
28400,NA
28401,NA
28402,"30352, 30504, 30529, 30210, 36523, 30029, 38634, 20387, 30024"
28404,"30284, 30587, 38650, 30238, 31463"
28405,NA
28406,24431
28407,"38548, 38495, 30390"
28408,"30007, 30352, 30020, 30022, 38487, 38516, 30400, 36618, 30251, 36527, 39312, 36540"
28409,20738
28410,NA
28411,20311
28412,NA
28413,"20304, 30106, 30007, 30026, 20386, 30008, 30249, 30164, 30553, 38001, 38446, 38426, 30023, 30273"
28414,NA
28415,NA
28417,"20005, 20373, 30196, 30184"
28419,NA
28420,"30524, 36587, 38558"
28421,NA
28422,NA
28424,NA
28425,NA
28426,20121
28427,"20025, 20032, 20354, 20443, 20195, 20121, 20034, 20348, 20386"
28428,20121
28429,"20418, 20183"
28431,NA
28432,NA
28433,NA
28434,20650
28436,20644
28437,"20346, 28233, 28464"
28438,"20733, 20640"
28439,"20393, 20426, 20383, 20364, 20365, 30504, 30399, 30250"
28440,NA
28441,28598
28443,38094
28444,39054
28445,20115
28446,NA
28447,NA
28448,NA
28449,"20347, 20241"
28450,"38247, 38834, 39913, 38198"
28451,"20025, 20032, 20390, 28040, 20348, 20386, 38371"
28452,"30112, 20393, 20040"
28453,"31511, 35142"
28454,NA
28455,20012
28457,NA
28458,NA
28459,"20733, 20524, 28616, 24286"
28460,"20025, 20032"
28461,NA
28462,NA
28463,NA
28464,38684
28465,20020
28466,NA
28467,NA
28468,NA
28470,NA
28471,"28354, 20452, 28473, 20183, 30238"
28472,"20264, 20293, 24126, 20556"
28473,20679
28474,NA
28476,"30129, 20040, 30168"
28477,NA
28478,28471
28479,"20441, 20650, 20537, 20167, 20172, 20120, 20164"
28480,NA
28481,NA
28482,"30418, 30421, 38625"
28484,NA
28485,NA
28486,"25107, 25124"
28487,20467
28488,"28156, 28148"
28489,NA
28490,NA
28492,"36529, 30309, 30007, 38308, 30029"
28493,"30309, 36596, 30303, 38022"
28494,NA
28495,"30112, 30463"
28496,NA
28497,"25246, 20408, 20350, 25262, 20340"
28498,NA
28499,20025
28500,"20200, 20121, 38224, 30449, 30451"
28503,"38224, 30007, 30309, 30226, 38671, 30375"
28506,"28177, 30288, 38589, 20470, 38429, 38462"
28507,NA
28508,28102
28509,20193
28511,NA
28512,20733
28513,20448
28514,31463
28516,NA
28517,"20023, 28205, 28388, 20470"
28518,"20650, 30389, 28473, 30238"
28519,"30279, 30238, 30103, 30418, 30026, 30226, 20468, 30308"
28520,NA
28521,"28388, 20450, 30238"
28522,"30007, 30022, 30216, 35156, 30212, 30201, 38198, 39054, 36654, 31513"
28523,"30129, 20317, 20672, 20025, 20032, 34160, 30411, 30105, 20296"
28524,NA
28526,NA
28527,NA
28528,NA
28529,"20644, 20190, 30278, 20470, 30334, 30587"
28531,"30494, 30244, 36618, 30025, 38088, 30313, 30023, 38620, 36661, 36580, 31908"
28532,"38557, 31403, 38678, 27049"
28533,30362
28534,NA
28536,"30007, 36523, 30400, 36514, 30134, 30022, 30212, 30511, 31513"
28537,NA
28538,NA
28539,"30026, 38224, 30375, 36523, 30553, 30417, 38204, 38001, 36514"
28540,20172
28541,32032
28544,NA
28545,NA
28546,NA
28547,20025
28549,NA
28551,NA
28552,NA
28553,NA
28554,"38553, 38617, 30277"
28555,NA
28556,"20221, 20393"
28558,"20644, 20660, 20733, 20457, 30238"
28560,NA
28561,"28231, 20738, 20032, 20355"
28563,NA
28564,NA
28565,"20393, 30250"
28566,"36520, 30286, 30335"
28567,"30487, 30230, 38502"
28568,NA
28572,"20644, 20733, 30382, 20034, 30283, 30355, 30288"
28573,20736
28574,NA
28575,NA
28577,"30385, 30312, 38467, 30511"
28578,NA
28579,"24510, 20288"
28580,NA
28581,20024
28582,"20644, 20736, 20221, 28630, 20250, 20426"
28583,"22170, 30110, 36012, 30104, 32028, 20120, 30228"
28584,NA
28585,20032
28586,"30309, 30252, 36596, 30563, 38495, 38696, 30020, 30224"
28589,"38387, 38411"
28590,"30007, 30021, 30252, 31551, 31346, 38622, 38622"
28591,"30316, 30356"
28592,NA
28594,NA
28595,"20317, 20201"
28596,NA
28597,20157
28598,NA
28599,NA
28600,NA
28601,36523
28603,"30021, 30362, 38480, 38584"
28604,"20288, 20467"
28605,NA
28606,NA
28607,"28473, 30555, 20650, 30322, 30238, 38265"
28608,"20025, 20032, 20224, 20650, 20120, 20348, 20241"
28609,24247
28610,"20025, 30020, 30309, 28104, 38495"
28611,20647
28612,NA
28613,NA
28616,"20393, 24126, 30504, 30512, 36521"
28618,"20012, 20025, 20032, 28688, 20241"
28619,NA
28620,38080
28622,20650
28623,NA
28624,"38288, 30284, 30285, 38443, 38032"
28625,NA
28626,NA
28627,NA
28628,"20025, 20288, 20650, 30106, 20296, 20241, 20040"
28629,"30248, 37590, 38644, 30254, 38472"
28630,20202
28632,NA
28634,20450
28635,"20121, 20287, 25262, 30211, 36649, 35021"
28636,NA
28637,28147
28638,NA
28639,NA
28640,NA
28642,"30525, 30235, 20426, 34015"
28643,28545
28644,28546
28645,"20033, 20384, 30525, 20547, 20442, 30252, 20613"
28647,28102
28648,"20733, 20644, 30284, 30252, 36649"
28649,NA
28650,NA
28653,"28473, 20159"
28654,"20402, 30309, 30287"
28656,NA
28657,NA
28658,NA
28659,NA
28660,NA
28661,20121
28663,NA
28664,"20025, 20342, 30176, 20183"
28666,NA
28667,NA
28668,25304
28669,NA
28670,NA
28671,NA
28672,NA
28673,"20644, 20470"
28674,NA
28676,NA
28677,20587
28678,NA
28679,NA
28680,"20336, 25196"
28681,NA
28682,NA
28683,NA
28684,"30007, 38446, 38443"
28685,NA
28686,NA
28687,NA
28688,"20032, 20201, 25167, 20025, 20472, 20440, 20318, 20365, 20390, 20386"
28689,"20032, 28440, 20291"
28690,NA
28691,"36575, 30367, 38402"
28692,NA
28693,NA
28694,NA
28695,20040
28696,NA
28697,"30102, 20120, 30112"
28698,"20285, 20720"
28699,"30184, 20285"
28700,NA
28701,11878
28702,20258
28703,28698
28704,NA
28705,NA
28706,NA
28707,NA
28708,20258
28709,NA
28710,NA
28711,NA
28712,NA
28713,NA
28714,NA
28715,NA
28716,NA
28717,NA
28718,NA
28719,NA
28720,NA
28721,NA
28722,NA
28723,NA
28724,NA
28725,NA
28726,NA
28727,NA
28728,NA
28729,NA
28730,NA
28731,NA
28732,NA
28733,NA
28734,NA
28735,NA
28736,NA
28737,NA
28738,NA
28739,NA
28740,NA
28741,NA
28742,NA
28743,NA
28744,NA
28745,NA
28746,NA
28747,NA
28748,NA
28749,NA
28750,NA
28751,NA
28752,NA
28753,NA
28754,NA
28755,NA
28756,NA
28757,NA
28758,NA
28759,NA
28760,NA
28761,NA
28762,NA
28763,NA
28764,NA
28765,NA
28766,NA
28767,NA
28768,NA
28769,NA
28770,NA
28771,NA
28772,NA
28773,NA
28774,NA
28775,NA
28776,NA
28777,NA
28778,NA
28779,NA
28780,NA
28781,NA
28782,NA
28783,NA
28784,NA
28785,NA
28786,NA
28787,NA
28788,NA
28789,NA
28790,NA
28791,NA
28792,NA
28793,NA
28794,NA
28795,NA
28796,NA
28797,NA
28798,NA
28799,NA
28800,NA
28801,NA
28802,NA
28803,NA
28804,NA
28805,NA
28806,NA
28807,NA
28808,NA
28809,NA
28810,NA
28811,NA
28812,NA
28813,NA
28814,NA
28815,NA
28816,NA
28817,NA
28818,NA
28819,NA
28820,NA
28821,NA
28822,NA
28823,NA
28824,NA
28825,NA
28826,NA
28827,NA
28828,NA
28829,NA
28830,NA
28831,NA
28832,NA
28833,NA
28835,NA
28836,NA
28837,NA
28838,NA
28839,NA
28840,NA
28841,NA
28842,NA
28843,NA
28844,NA
28845,NA
28846,NA
28847,NA
28848,NA
28849,NA
28850,NA
28851,NA
28852,NA
28853,NA
28854,NA
28855,NA
28856,NA
28857,NA
28858,NA
28859,NA
28860,NA
28861,NA
28862,NA
28863,NA
28864,NA
28865,NA
28866,NA
28867,NA
28868,NA
28869,NA
28870,NA
28871,NA
28872,NA
28873,NA
28874,NA
28875,NA
28876,NA
28877,NA
28878,NA
28879,NA
28880,NA
28881,NA
28882,NA
28883,NA
28884,NA
28885,NA
28886,NA
28887,NA
28888,NA
28889,NA
28890,NA
28891,NA
28892,NA
28893,NA
28894,NA
28895,NA
28896,NA
28897,NA
28898,NA
29001,30254
29002,NA
29003,NA
29005,20701
29010,29012
29011,NA
29012,29012
29100,NA
29101,NA
29102,NA
29103,NA
29104,NA
29105,NA
29106,NA
29107,NA
29108,NA
29109,NA
29110,NA
29111,NA
29112,NA
29113,NA
29114,NA
29115,"25246, 20005, 20032"
29116,NA
29117,NA
29118,NA
29119,NA
29120,NA
29121,NA
29122,NA
29123,NA
29124,NA
29125,NA
29126,NA
29127,NA
29128,NA
29129,NA
29130,NA
29131,NA
29132,NA
29133,NA
29134,NA
29135,NA
29136,NA
29137,NA
29138,NA
29139,NA
29140,NA
29141,NA
29142,NA
29143,NA
29144,NA
29145,NA
29146,NA
29147,NA
29148,NA
29149,NA
29150,NA
29151,NA
29152,NA
29153,NA
29154,NA
29155,NA
29156,NA
29157,NA
29158,NA
29159,NA
29160,NA
29161,NA
29162,NA
29163,NA
29164,NA
29165,NA
29166,NA
29167,NA
29168,NA
29169,NA
29170,NA
29171,NA
29172,NA
29173,NA
29174,NA
29175,NA
29176,NA
29177,NA
29178,NA
29179,NA
29180,NA
29181,NA
29182,NA
29183,NA
29184,NA
29197,NA
29198,NA
29199,NA
29200,NA
29201,NA
29202,NA
29203,NA
29204,NA
29205,NA
29206,NA
29207,NA
29208,NA
29209,NA
29210,NA
29211,NA
29212,NA
29213,NA
29214,NA
29215,NA
29216,NA
29217,NA
29218,NA
29219,NA
29220,NA
29221,NA
29222,NA
29223,NA
29224,NA
29225,NA
29226,NA
29227,NA
29228,NA
29229,NA
29230,NA
29231,NA
29232,NA
29233,NA
29234,NA
29235,NA
29236,NA
29237,NA
29238,NA
29239,NA
29240,NA
29241,NA
29242,NA
29243,NA
29244,NA
29245,NA
29246,NA
29247,NA
29248,NA
29249,NA
29250,NA
29251,NA
29252,NA
29253,NA
29254,NA
29255,NA
29256,NA
29257,NA
29258,NA
29259,NA
29260,NA
29261,NA
29262,NA
29263,NA
29264,NA
29265,NA
29266,NA
29267,NA
29268,NA
29269,NA
29270,NA
29271,NA
29272,NA
29273,NA
29274,NA
29275,NA
29276,NA
29277,NA
29278,NA
29279,NA
29280,NA
29281,NA
29282,NA
29283,NA
29284,NA
29285,NA
29286,NA
29287,NA
29288,NA
29289,NA
29290,NA
29291,NA
29292,NA
29293,NA
29294,NA
29295,NA
29296,NA
29297,NA
29298,NA
29299,NA
29300,NA
29301,NA
29302,NA
29303,NA
29304,NA
29305,NA
29306,NA
29307,NA
29308,24190
29309,NA
29310,NA
29311,NA
29312,NA
29313,NA
29314,NA
29315,NA
29316,NA
29317,NA
29318,NA
29319,NA
29320,NA
29321,NA
29322,NA
29323,NA
29324,NA
29325,NA
29326,NA
29327,NA
29328,NA
29329,NA
29330,NA
29331,NA
29332,NA
29333,35142
29334,NA
29335,NA
29336,NA
29337,NA
29338,NA
29339,NA
29340,NA
29341,NA
29342,NA
29343,NA
29344,NA
29345,NA
29346,NA
29347,NA
29348,NA
29350,NA
29351,NA
29352,NA
29353,NA
29354,NA
29355,NA
29356,NA
29357,NA
29358,NA
29359,NA
29360,NA
29361,NA
29362,NA
29363,NA
29364,NA
29365,NA
29366,NA
29367,NA
29368,NA
29369,NA
29370,NA
29371,NA
29372,NA
29373,NA
29374,NA
29375,NA
29376,NA
29377,NA
29378,NA
29379,NA
29380,NA
29381,NA
29382,NA
29383,NA
29384,NA
29385,NA
29386,NA
29387,NA
29388,NA
29389,NA
29390,NA
29391,NA
29392,NA
29393,NA
29394,NA
29395,NA
29396,20743
29397,NA
29398,NA
29399,NA
29400,NA
29401,NA
29402,NA
29403,NA
29404,NA
29405,NA
29406,NA
29407,NA
29408,NA
29409,NA
29410,NA
29411,NA
29412,NA
29413,NA
29414,NA
29415,NA
29416,NA
29417,NA
29418,NA
29419,NA
29420,NA
29421,NA
29422,NA
29423,NA
29424,NA
29425,NA
29426,NA
29427,NA
29428,NA
29429,NA
29430,NA
29431,NA
29432,NA
29433,NA
29434,NA
29435,NA
29436,NA
29437,NA
29438,NA
29439,NA
29440,NA
29441,NA
29442,NA
29443,NA
29444,NA
29445,NA
29446,NA
29447,NA
29448,NA
29449,NA
29450,NA
29451,NA
29452,NA
29453,NA
29454,NA
29455,NA
29456,NA
29457,NA
29458,NA
29459,NA
29460,NA
29461,NA
29462,NA
29463,NA
29464,NA
29465,NA
29466,NA
29467,NA
29468,NA
29469,NA
29470,NA
29471,NA
29472,NA
29473,NA
29474,NA
29475,NA
29476,NA
29477,NA
29478,NA
29479,NA
29480,NA
29481,NA
29482,NA
29483,NA
29484,NA
29485,NA
29486,NA
29487,NA
29488,NA
29489,NA
29490,NA
29491,NA
29492,NA
29493,NA
29494,NA
29495,NA
29496,NA
29497,NA
29498,NA
29499,NA
29500,NA
29501,NA
29502,NA
29503,NA
29504,NA
29505,NA
29506,NA
29507,NA
29508,NA
29509,NA
29510,NA
29511,NA
29512,NA
29513,NA
29514,NA
29515,NA
29516,NA
29517,NA
29518,NA
29519,NA
29520,NA
29521,NA
29522,NA
29523,NA
29524,NA
29525,NA
29526,NA
29527,NA
29528,NA
29529,NA
29530,NA
29531,NA
29532,NA
29533,NA
29534,NA
29535,NA
29536,NA
29537,NA
29538,NA
29539,NA
29540,NA
29541,NA
29542,NA
29543,NA
29544,NA
29545,NA
29546,NA
29547,NA
29548,NA
29549,NA
29550,NA
29551,NA
29552,NA
29553,NA
29554,NA
29555,NA
29556,NA
29557,NA
29558,NA
29559,NA
29560,NA
29561,NA
29562,NA
29564,NA
29565,NA
29566,NA
29567,NA
29568,NA
29569,NA
29570,NA
29571,NA
29572,NA
29573,NA
29574,NA
29575,NA
29576,NA
29577,NA
29578,NA
29579,NA
29580,NA
29581,NA
29582,NA
29583,NA
29584,NA
29585,NA
29586,NA
29587,NA
29588,NA
29589,NA
29590,NA
29591,NA
29592,NA
29593,NA
29594,NA
29595,NA
29596,NA
29597,NA
29598,NA
29599,NA
29600,NA
29601,NA
29602,NA
29603,NA
29604,NA
29605,NA
29606,NA
29607,NA
29608,NA
29609,NA
29610,NA
29611,NA
29612,NA
29613,NA
29614,NA
29615,NA
29616,NA
29617,NA
29618,NA
29619,NA
29620,NA
29621,NA
29622,NA
29623,NA
29624,NA
29625,NA
29626,NA
29627,NA
29628,NA
29629,NA
29630,NA
29631,NA
29632,NA
29633,NA
29634,NA
29635,NA
29636,NA
29637,NA
29638,NA
29640,NA
29641,NA
29642,NA
29643,NA
29644,NA
29645,NA
29646,NA
29647,NA
29648,NA
29649,NA
29650,NA
29651,NA
29652,NA
29653,NA
29654,NA
29655,NA
29656,NA
29657,NA
29658,NA
29659,NA
29660,NA
29661,NA
29662,NA
29663,NA
29664,NA
29665,NA
29666,NA
29667,NA
29668,NA
29669,NA
29670,NA
29671,NA
29672,NA
29673,NA
29674,NA
29675,NA
29676,NA
29677,NA
29678,NA
29679,NA
29680,NA
29681,NA
29682,NA
29683,NA
29684,NA
29685,NA
29686,NA
29687,NA
29688,NA
29689,NA
29690,NA
29691,NA
29692,NA
29693,NA
29694,NA
29695,NA
29696,NA
29697,NA
29698,NA
29699,NA
29700,NA
29701,NA
29702,NA
29703,NA
29705,NA
29706,NA
29707,NA
29708,NA
29709,NA
29710,NA
29711,NA
29712,NA
29713,NA
29714,NA
29715,NA
29716,NA
29717,NA
29718,NA
29719,NA
29720,NA
29721,NA
29722,NA
29723,NA
29724,NA
29725,NA
29726,NA
29727,NA
29728,NA
29729,NA
29730,NA
29731,NA
29732,NA
29733,NA
29734,NA
29735,NA
29736,NA
29737,NA
29738,NA
29739,NA
29740,NA
29741,NA
29742,NA
29743,NA
29744,NA
29745,NA
29746,NA
29747,NA
29748,NA
29749,NA
29750,NA
29751,NA
29752,NA
29753,NA
29754,NA
29755,NA
29756,NA
29757,NA
29758,NA
29759,NA
29760,NA
29761,NA
29762,NA
29763,NA
29764,NA
29765,NA
29766,NA
29767,NA
29768,NA
29769,NA
29770,NA
29771,NA
29772,NA
29773,NA
29774,NA
29775,NA
29776,NA
29777,NA
29778,NA
29779,NA
29780,NA
29781,NA
29782,NA
29783,NA
29784,NA
29785,NA
29786,NA
29787,NA
29788,NA
29789,NA
29790,NA
29791,NA
29792,NA
29793,NA
29794,NA
29795,NA
29796,NA
29797,NA
29798,NA
29799,NA
29800,NA
29801,NA
29802,NA
29803,NA
29804,NA
29805,NA
29806,NA
29807,NA
29808,NA
29809,NA
29810,NA
29811,NA
29812,NA
29813,NA
29814,NA
29815,NA
29816,NA
29817,NA
29818,NA
29819,NA
29820,NA
29821,NA
29822,NA
29823,NA
29824,NA
29825,NA
29826,NA
29827,NA
29828,NA
29829,NA
29830,NA
29831,NA
29832,NA
29833,NA
29834,NA
29835,NA
29836,NA
29837,NA
29838,NA
29839,NA
29840,NA
29841,NA
29842,NA
29843,NA
29844,NA
29845,NA
29846,NA
29847,NA
29848,NA
29849,NA
29850,NA
29851,NA
29852,NA
29853,NA
29854,NA
29855,NA
29856,NA
29857,NA
29858,NA
29859,NA
29860,NA
29861,NA
29862,NA
29863,NA
29864,NA
29865,NA
29866,NA
29867,NA
29868,NA
29869,NA
29870,NA
29871,NA
29872,NA
29873,NA
29874,NA
29875,NA
29876,NA
29877,NA
29878,NA
29879,NA
29880,NA
29881,NA
29882,NA
29883,NA
29884,NA
29885,NA
29886,NA
29887,NA
29888,NA
29889,NA
29890,NA
29891,NA
29892,NA
29893,NA
29894,NA
29895,NA
29896,NA
29897,NA
29898,NA
29899,NA
29900,NA
29901,NA
29902,NA
29904,11107
29905,NA
29906,NA
29907,NA
29908,NA
29909,NA
29910,NA
29911,NA
29912,NA
29913,NA
29914,NA
29915,NA
29916,NA
29917,NA
29918,NA
29919,NA
29920,NA
29921,NA
29922,NA
29923,NA
29924,NA
29925,NA
29926,NA
29927,NA
29928,NA
29929,NA
29930,NA
29931,NA
29932,NA
29933,NA
29934,NA
29935,NA
29936,NA
29937,NA
29938,NA
29939,NA
29940,NA
29941,NA
29942,NA
29943,NA
29944,NA
29945,NA
29946,NA
29947,NA
29948,NA
29949,NA
29950,NA
29951,NA
29952,NA
29953,NA
29954,NA
29955,NA
29956,NA
29957,NA
29958,NA
29959,NA
29960,NA
29961,NA
29962,NA
29963,NA
29964,NA
29965,NA
29966,NA
29967,NA
29968,NA
29969,NA
29970,NA
29971,NA
29972,NA
29973,NA
29974,NA
29975,NA
29976,NA
29977,NA
29978,NA
29979,NA
29980,NA
29981,NA
29982,NA
29983,NA
29984,NA
29985,NA
29986,NA
29987,NA
29988,NA
29989,NA
29990,NA
29991,NA
29992,NA
29993,NA
29994,NA
29995,NA
29996,NA
29997,NA
29998,NA
29999,NA
30001,"30002, 30005"
30002,"30005, 30006"
30003,"30005, 30327"
30004,NA
30005,NA
30006,NA
